path,true_label,pred_crop,pred_condition,confidence,vision_correct,vision_ms,vision_int8_cpu_ms,slm_ms,slm_gen_ms,total_ms,total_deploy_ms,answer
/kaggle/working/agriedge_bench/datasets_sorted/validation/004362.jpg,betel_leaf__dried_leaf,betel_leaf,dried_leaf,0.9997308850288391,True,24.494171142578125,175.92525482177734,1725.0330448150635,974.0,1749.5272159576416,1149.9252548217773,"You should keep the dried betel leaf in a cool, dry place and avoid exposure to heat or direct sunlight. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/001203.jpg,tomato__late_blight,tomato,late_blight,0.9981862902641296,True,24.59883689880371,164.12925720214844,1733.0117225646973,1047.76,1757.610559463501,1211.8892572021484,"Inspect your plants for signs of late-blooming, and treat affected plants with a fungicide or adjust their watering schedule if necessary. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/002540.jpg,banana__xamthomonas,banana,xamthomonas,0.9210147857666016,True,24.572134017944336,176.4376163482666,1402.9982089996338,725.1800000000001,1427.5703430175781,901.6176163482667,Take a break from the study and find a quiet place to relax. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/000809.jpg,maize__common_rust,maize,common_rust,0.9999717473983765,True,24.570226669311523,169.56830024719238,1375.532627105713,695.37,1400.1028537750244,864.9383002471924,The plant should be treated with a fungicide to control the rust fungus. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/000604.jpg,rice__leaf_blast,rice,leaf_blast,0.7390162348747253,True,24.610280990600586,165.78292846679688,1487.436056137085,820.1600000000001,1512.0463371276855,985.942928466797,You can treat rice with Bacillus thuringiensis (Bt) to control the fungus. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/002704.jpg,papaya__healthy,papaya,healthy,0.9999431371688843,True,24.49178695678711,176.41949653625488,1593.3146476745605,866.7,1617.8064346313477,1043.119496536255,"You should not eat this papaya, as it is toxic and may cause severe digestive issues. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/003867.jpg,tea__brown_blight,tea,brown_blight,0.9993641972541809,True,24.6431827545166,164.16001319885254,1901.5147686004639,1198.33,1926.1579513549805,1362.4900131988525,"If you see the symptoms of brown_blight, you should immediately dispose of the affected leaves and plant the plant in a new pot to prevent further disease spread. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/000824.jpg,maize__gray_leaf_spot,maize,gray_leaf_spot,0.9989520311355591,True,24.57284927368164,162.25600242614746,1772.587537765503,1095.4,1797.1603870391846,1257.6560024261476,"If you encounter a gray leaf spot, you should typically remove the affected leaves and apply a fungicide to prevent the spread of the disease. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/002898.jpg,orange__citrus_greening,orange,citrus_greening,0.9997091889381409,True,24.51014518737793,165.82560539245605,1331.378698348999,643.3,1355.888843536377,809.125605392456,Consider consulting a botanist for specific information about citrus greening. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/003556.jpg,jamun__sooty_mold,jamun,sooty_mold,0.9999659061431885,True,24.5206356048584,168.03503036499023,1552.0508289337158,857.98,1576.5714645385742,1026.0150303649903,You should check the plant for sooty mold and take steps to prevent it from spreading. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/002590.jpg,papaya__anthracnose,papaya,anthracnose,0.9994565844535828,True,24.51181411743164,166.10312461853027,1433.0003261566162,744.55,1457.5121402740479,910.6531246185302,Continue inspecting the plant and remove any affected leaves to prevent the disease from spreading. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/001675.jpg,chilli__nutritional,chilli,nutritional,0.9994100332260132,True,24.50251579284668,165.89879989624023,1331.3658237457275,600.88,1355.8683395385742,766.7787998962402,You should consult a healthcare professional for any medical concerns. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/003907.jpg,tea__gray_blight,tea,gray_blight,0.998386025428772,True,24.51038360595703,162.8708839416504,1486.4203929901123,799.44,1510.9307765960693,962.3108839416504,Take your plant to a local nursery or gardening expert for proper care and advice. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/003626.jpg,coconut__bud_rot,coconut,bud_rot,0.9995020627975464,True,24.57571029663086,170.8979606628418,1551.1622428894043,847.4000000000001,1575.7379531860352,1018.2979606628419,Take the next step to address the issue and prevent it from spreading to other parts of the plant. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/004270.jpg,coffee__phoma,coffee,phoma,0.9994875192642212,True,24.483203887939453,168.72644424438477,1852.3132801055908,1174.35,1876.7964839935303,1343.0764442443847,"To treat Phoma Leaf Spot, you should remove the affected plant, destroy any remaining leaves, and apply a copper-based fungicide to control the fungus. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/002133.jpg,cucumber__fresh_leaf,cucumber,fresh_leaf,0.9896872639656067,True,24.51157569885254,181.49065971374512,1657.8831672668457,956.72,1682.3947429656982,1138.2106597137451,"The plant is likely a cucumber, and it would be best to handle it gently to prevent any damage to the leaves. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/000510.jpg,rice__brown_spot,rice,brown_spot,0.9994621872901917,True,24.535179138183594,168.0908203125,1565.4115676879883,853.71,1589.9467468261719,1021.8008203125,"Take necessary precautions to avoid the brown spot, such as wearing protective gear and staying hydrated. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/000115.jpg,rice__bacterial_panicle_blight,rice,bacterial_panicle_blight,0.9779217839241028,True,24.576425552368164,212.7082347869873,1964.5519256591797,1270.0900000000001,1989.1283512115479,1482.7982347869875,"To diagnose bacterial_panicle_blight, you should visually inspect the infected plant and check for visible symptoms, such as stunted growth or yellowing of the leaves. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/000764.jpg,maize__blight,maize,blight,0.9980996251106262,True,24.54972267150879,161.3900661468506,1686.8252754211426,962.3900000000001,1711.3749980926514,1123.7800661468507,You should remove the affected plants and replant them with healthy seedlings or established ground cover to minimize the spread of the blight. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/003267.jpg,orange__yellow_leaves,orange,yellow_leaves,0.9998334646224976,True,24.575471878051758,165.2827262878418,1449.0602016448975,766.46,1473.6356735229492,931.7427262878418,"Check the leaves to see if they are yellow, and take action if they are. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/000009.jpg,rice__bacterial_leaf_blight,rice,blast,0.8169159889221191,False,24.49822425842285,171.7524528503418,1398.0631828308105,702.78,1422.5614070892334,874.5324528503418,Consult an expert or seek immediate medical attention if you suspect a blast injury. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/004043.jpg,tea__red_spot,tea,red_spot,0.9998825788497925,True,24.498462677001953,164.50023651123047,1321.9668865203857,635.76,1346.4653491973877,800.2602365112305,Follow the instructions in the question and take a specific action. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/002729.jpg,papaya__ringspot,papaya,curl,0.9970099925994873,False,24.51777458190918,162.88256645202637,1387.8438472747803,697.9300000000001,1412.3616218566895,860.8125664520264,You should consult a healthcare professional for further evaluation and treatment. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/001998.jpg,cucumber__belly_rot,cucumber,belly_rot,0.9990449547767639,True,24.565696716308594,176.16558074951172,1342.6995277404785,638.98,1367.265224456787,815.1455807495117,Take your child to a veterinarian for proper evaluation and treatment. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/002664.jpg,papaya__curl,papaya,curl,0.9702642560005188,True,24.519681930541992,161.05008125305176,1250.6470680236816,579.11,1275.1667499542236,740.1600812530518,You should not apply pressure or heat to the area. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/000515.jpg,rice__brown_spot,rice,brown_spot,0.7871056795120239,True,24.554967880249023,167.50192642211914,2012.688159942627,1335.46,2037.243127822876,1502.9619264221192,"To identify the brown spot, you can observe the image carefully and look for any visible features, such as a circular shape, irregular edges, or a lack of color within the spot. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/001565.jpg,chilli__healthy,chilli,healthy,0.9935279488563538,True,24.60479736328125,159.02423858642578,1672.3453998565674,996.4200000000001,1696.9501972198486,1155.4442385864259,"You should wash your hands thoroughly with soap and water, and avoid touching your face, eyes, or mouth after handling the pepper. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/001816.jpg,onion__leaf_blight,onion,leaf_blight,0.9755111932754517,True,24.483680725097656,297.79505729675293,1683.5417747497559,996.99,1708.0254554748535,1294.785057296753,You should continue to water the plant regularly and remove any yellowing leaves to prevent further damage from the leaf blight. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/001954.jpg,cucumber__bacterial_wilt,cucumber,bacterial_wilt,0.9891538023948669,True,24.56378936767578,292.07539558410645,1711.0395431518555,994.1600000000001,1735.6033325195312,1286.2353955841065,"If you suspect bacterial wilt in cucumbers, consider applying a preventative treatment, such as a bactericidal fungicide or a crop rotation. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/001167.jpg,tomato__healthy,tomato,healthy,0.9997929930686951,True,24.566650390625,172.8353500366211,1361.6540431976318,683.95,1386.2206935882568,856.7853500366211,You should take the tomato to your doctor to get a check-up. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/004448.jpg,betel_leaf__healthy_leaf,betel_leaf,healthy_leaf,0.9975172281265259,True,24.503231048583984,185.2564811706543,1385.6935501098633,668.54,1410.1967811584473,853.7964811706543,Take the plant to a botanist for further examination and analysis. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/003669.jpg,coconut__gray_leaf_spot,coconut,gray_leaf_spot,0.9995959401130676,True,24.63388442993164,165.38572311401367,1767.5976753234863,1069.95,1792.231559753418,1235.3357231140137,"To control gray_leaf_spot, I should water my coconut palm regularly, ensuring it has a consistent but slightly moist environment. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/000747.jpg,maize__blight,maize,blight,0.9969863295555115,True,24.64890480041504,168.19381713867188,1419.3377494812012,684.22,1443.9866542816162,852.4138171386719,You should report this condition to a local extension service or agricultural extension agent. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/000659.jpg,rice__leaf_scald,rice,leaf_scald,0.9570397138595581,True,24.564743041992188,168.39885711669922,1399.799108505249,715.37,1424.3638515472412,883.7688571166992,Take action to prevent the spread of the disease and protect your plants. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/002621.jpg,papaya__bacterialspot,papaya,curl,0.8182222843170166,False,24.57141876220703,200.30522346496582,1392.3048973083496,696.75,1416.8763160705566,897.0552234649658,You should consult with a dermatologist to determine the best course of treatment. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/004161.jpg,coffee__leaf_rust,coffee,leaf_rust,0.9999686479568481,True,24.552106857299805,170.32217979431152,1607.4011325836182,925.27,1631.953239440918,1095.5921797943115,"If you notice the symptoms of leaf rust, you should treat the plant with a fungicide to control the rust fungus. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/004008.jpg,tea__helopeltis,tea,helopeltis,0.9961124062538147,True,24.56188201904297,160.05992889404297,1434.232234954834,763.5899999999999,1458.794116973877,923.6499288940429,Stay within the boundaries of the image and avoid touching any of the plants or trees. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/000893.jpg,maize__healthy,maize,healthy,0.9999741315841675,True,24.538278579711914,292.10448265075684,1964.7271633148193,1239.46,1989.2654418945312,1531.5644826507569,"If you see a seedling with no visible markers, do not try to transplant it directly into your garden. Instead, consider starting it from a seed or a young sapling. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/002469.jpg,banana__segatoka,banana,segatoka,0.9998726844787598,True,24.535655975341797,286.8359088897705,1330.2757740020752,657.52,1354.811429977417,944.3559088897705,"You should not do anything, as the situation is unspecified. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/002384.jpg,sunflower__gray_mold,sunflower,gray_mold,0.9999071359634399,True,24.477243423461914,162.90688514709473,1448.481559753418,766.9200000000001,1472.9588031768799,929.8268851470948,Consult a botanist or weed specialist for accurate advice on this issue. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/001022.jpg,black_gram__yellow_mosaic,black_gram,yellow_mosaic,0.9998602867126465,True,24.608373641967773,174.18670654296875,1314.7773742675781,637.6700000000001,1339.385747909546,811.8567065429688,Use a UV light source to identify the yellow coloration. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/002725.jpg,papaya__healthy,papaya,healthy,0.998877227306366,True,24.533510208129883,160.95423698425293,1518.8727378845215,844.77,1543.4062480926514,1005.7242369842529,You should consult with a healthcare professional to confirm the presence of a specific condition and develop a treatment plan. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/004426.jpg,betel_leaf__fungal_brown_spot_disease,betel_leaf,fungal_brown_spot_disease,0.9942322373390198,True,24.7647762298584,159.64031219482422,1571.7263221740723,900.5899999999999,1596.4910984039307,1060.2303121948241,You should consult a healthcare professional for a diagnosis and appropriate treatment of the fungal brown spot disease. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/001664.jpg,chilli__nutritional,chilli,nutritional,0.9734558463096619,True,24.466753005981445,158.90789031982422,1486.8807792663574,815.67,1511.3475322723389,974.5778903198242,"To help the caterpillar, you can try providing a safe, humid environment with a suitable habitat. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/002356.jpg,sunflower__gray_mold,sunflower,gray_mold,0.9927911758422852,True,24.477481842041016,283.9972972869873,1828.5138607025146,1151.53,1852.9913425445557,1435.5272972869873,"To treat gray mold, you should clean the affected area with a household disinfectant, remove all affected plants, and replace any moldy soil or debris. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/003645.jpg,coconut__bud_rot,coconut,bud_rot,0.9936733245849609,True,24.596691131591797,165.72904586791992,1854.5761108398438,1154.83,1879.1728019714355,1320.5590458679198,"To prevent or reverse the bud rot, inspect your coconuts regularly for any signs of rot or disease, and treat them immediately if you notice any symptoms. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/000750.jpg,maize__blight,maize,blight,0.8924515247344971,True,24.550199508666992,161.4372730255127,1454.5202255249023,777.6700000000001,1479.0704250335693,939.1072730255128,Contact a local agricultural extension service or extension agent for advice on managing blight in maize. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/003153.jpg,orange__shot_hole,orange,shot_hole,0.99978107213974,True,24.47056770324707,163.8467311859131,1565.5462741851807,861.3399999999999,1590.0168418884277,1025.186731185913,Take a close look at the image to see if you can find the shot hole or other relevant information. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/002597.jpg,papaya__anthracnose,papaya,anthracnose,0.9893045425415039,True,24.55735206604004,286.93437576293945,1631.671667098999,942.1600000000001,1656.229019165039,1229.0943757629395,"You should not touch the leaves or fruits of the papaya plant, as it may spread the anthracnose fungus. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/001983.jpg,cucumber__bacterial_wilt,cucumber,bacterial_wilt,0.9986394047737122,True,24.507999420166016,302.6285171508789,1476.2463569641113,786.63,1500.7543563842773,1089.258517150879,Consult a garden expert or extension service for advice on managing bacterial wilt in your cucumber plants. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/002378.jpg,sunflower__gray_mold,sunflower,gray_mold,0.9991956353187561,True,24.555683135986328,289.7038459777832,1756.1991214752197,1081.24,1780.754804611206,1370.9438459777832,"Inspect the plant for gray mold, and consider applying a fungicide or removing the plant if the mold is severe. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/001506.jpg,chilli__cercospora,chilli,cercospora,0.995623767375946,True,24.542570114135742,172.38926887512207,1780.7421684265137,1062.29,1805.2847385406494,1234.679268875122,"You should inspect the plant regularly for signs of Cercospora, and treat it promptly if any symptoms are observed. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/001551.jpg,chilli__healthy,chilli,healthy,0.9750012755393982,True,24.864673614501953,309.5285892486572,1199.260950088501,502.57,1224.125623703003,812.0985892486572,Consult a healthcare professional for further guidance. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/001529.jpg,chilli__cercospora,chilli,cercospora,0.9845421314239502,True,24.507761001586914,165.79413414001465,1813.6703968048096,1143.4099999999999,1838.1781578063965,1309.2041341400145,You should apply a double-sided shield or a mesh cover to the affected leaves to prevent further damage and reduce the risk of spreading the Cercospora. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/000270.jpg,rice__downy_mildew,rice,bacterial_leaf_streak,0.9929443001747131,False,24.47962760925293,168.1346893310547,1587.5871181488037,878.3600000000001,1612.0667457580566,1046.4946893310548,Take a sample of the grass and apply it to the soil to help control the disease. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/002130.jpg,cucumber__fresh_cucumber,cucumber,fresh_cucumber,0.999890923500061,True,24.512052536010742,156.32128715515137,1419.9278354644775,762.98,1444.4398880004883,919.3012871551514,Take the cucumber home and store it in the refrigerator for up to 3 days. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/003903.jpg,tea__gray_blight,tea,gray_blight,0.9982023239135742,True,24.46269989013672,160.5238914489746,1709.2680931091309,1020.54,1733.7307929992676,1181.0638914489746,"You should inspect the plant for gray-colored leaves or stems, and consider pruning or removing the affected areas to prevent further decline. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/000565.jpg,rice__healthy_rice_leaf,rice,healthy_rice_leaf,0.9995057582855225,True,24.529218673706055,284.6250534057617,1493.9970970153809,842.54,1518.526315689087,1127.1650534057617,Take a closer look at the image to identify potential issues or changes in the plant's growth pattern. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/000735.jpg,maize__blight,maize,blight,0.9990872144699097,True,24.516820907592773,204.82349395751953,1501.5342235565186,835.95,1526.0510444641113,1040.7734939575196,Inspect the maize plants regularly for signs of blight and treat the plants with copper-based fungicide if necessary. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/001066.jpg,tomato__bacterial_spot,tomato,bacterial_spot,0.9999357461929321,True,24.559974670410156,165.76361656188965,1564.1202926635742,852.89,1588.6802673339844,1018.6536165618896,Investigate the tomato plant to determine the cause of the bacterial spot and take steps to control the bacterial infection. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/001225.jpg,tomato__late_blight,tomato,late_blight,0.9988858103752136,True,24.572134017944336,163.2685661315918,1387.2544765472412,716.12,1411.8266105651855,879.3885661315918,Consult a local extension office or extension educator for guidance on controlling late blight. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/000316.jpg,rice__hispa,rice,hispa,0.4271978735923767,True,24.558544158935547,161.44275665283203,1620.3560829162598,933.3,1644.9146270751953,1094.742756652832,"Contact the local authorities, such as the police or a government agency, to report the incident. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/000657.jpg,rice__leaf_scald,rice,bacterial_leaf_blight,0.48114213347435,False,24.620532989501953,165.09270668029785,1519.1113948822021,831.38,1543.731927871704,996.4727066802978,"To address the plant condition, I would need to consult with a gardening expert or a professional. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/004428.jpg,betel_leaf__fungal_brown_spot_disease,betel_leaf,fungal_brown_spot_disease,0.9978692531585693,True,24.5516300201416,283.02860260009766,1908.794641494751,1218.9099999999999,1933.3462715148926,1501.9386026000975,"To address a fungal brown spot disease, I should seek professional advice from a horticulture expert to ensure the best possible treatment and management of the infected plant. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/003205.jpg,orange__spiny_whitefly,orange,spiny_whitefly,0.9998206496238708,True,24.53303337097168,167.8769588470459,1368.0920600891113,680.4300000000001,1392.625093460083,848.306958847046,You should treat your garden with insecticides if the infestation is severe. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/004297.jpg,betel_leaf__bacterial_leaf_disease,betel_leaf,bacterial_leaf_disease,0.9991635084152222,True,24.5208740234375,155.55524826049805,1669.5771217346191,948.52,1694.0979957580566,1104.075248260498,"To identify the bacterial leaf disease, you should consult a local botanical garden or a university extension office for guidance. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/002257.jpg,cucumber__pythium_fruit_rot,cucumber,pythium_fruit_rot,0.9994986057281494,True,24.50871467590332,167.15478897094727,1649.3616104125977,984.5799999999999,1673.870325088501,1151.7347889709472,"To prevent and control cucumber spot, ensure proper water, air, and temperature conditions, and apply appropriate fungicides. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/004274.jpg,coffee__phoma,coffee,phoma,0.9987357258796692,True,24.56188201904297,170.28141021728516,1419.5301532745361,707.91,1444.092035293579,878.1914102172851,You should prune the plant to promote healthy growth and prevent Phoma disease. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/001929.jpg,cucumber__anthracnose,betel_leaf,healthy_leaf,0.47000858187675476,False,24.554014205932617,162.58811950683594,1394.9999809265137,725.82,1419.5539951324463,888.408119506836,"Take the betel leaf and chew it, and see how it feels. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/001762.jpg,onion__healthy,onion,healthy,0.9994122982025146,True,24.702787399291992,174.10898208618164,1593.72878074646,901.5999999999999,1618.431568145752,1075.7089820861815,"You should not eat the onion, but you can still enjoy the flavor of the onion without consuming the entire vegetable. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/003435.jpg,jamun__dry,jamun,dry,0.9999673366546631,True,24.50084686279297,172.96361923217773,1316.800594329834,635.3900000000001,1341.301441192627,808.3536192321778,You should water the plant as soon as possible to revive it. [end of text]
/kaggle/working/agriedge_bench/datasets_sorted/validation/002254.jpg,cucumber__pythium_fruit_rot,cucumber,pythium_fruit_rot,0.9998173117637634,True,24.545669555664062,170.26042938232422,1776.5171527862549,1098.0,1801.062822341919,1268.2604293823242,"To treat cucumber leaf spot, you can use a fungicide, but the best solution depends on the specific microoganisms causing the disease. [end of text]"
/kaggle/working/agriedge_bench/datasets_sorted/validation/003691.jpg,coconut__gray_leaf_spot,coconut,gray_leaf_spot,0.995623767375946,True,24.581432342529297,163.55347633361816,1676.1159896850586,1005.91,1700.697422027588,1169.463476333618,Inspect the infected leaves closely and consider applying a fungicide or applying a copper-based soil treatment to control the gray leaf spot. [end of text]
